Full Ref,Ref,%White,%Hispanic,%AfrAm,%Asian,%Chinese Han,Cohort,Cohort1,Cohort2,Cohort3,Design1,Design2,Individuals,Mean_age,Age_range,Age_group,Cohort_country1,Cohort_country2,Broad Trait/Disorder,Trait/Disorder,Categorical/Continuous,Binary/Continuous,Measure1,Measure2,Measure3,Measure4,Measure5,Measure6,Measure7,Measure8,Rater1,Rater2,Covariate1,Covariate2,Covariate3,Covariate4,Design,Specific_phenotype,Specific_phenotype_category,Continuous_phenotype_category,Binary/Continuous,Group,Sex,h2,h2_SE,c2,c2_SE,e2,e2_SE,Model,,
"Petrill, S. A., Deater-Deckard, K., Thompson, L. A., Schatschneider, C., DeThorne, L. S., & Vandenbergh, D. J. (2007). Longitudinal genetic analysis of early reading: the Western Reserve reading project. Reading and Writing, 20(1), 127-146. ",Petrill et al. (2007),92,,,,,WRTP,Western Reserve Twin Project,,,Twin study,Classical,566,7.2,6-9y,Childhood & Middle Childhood,USA,Ohio,SLD,Dyslexia,Continuous,Continuous,Comprehensive Test of Phonological Processing,,,,,,,,,,Age,Sex,,,Family,Word knowledge,,Reading Ability,Continuous,,Combined,0.58,0.1,0.33,0.12,0.09,0.13,FULL,,
"Petrill, S. A., Deater-Deckard, K., Thompson, L. A., Schatschneider, C., DeThorne, L. S., & Vandenbergh, D. J. (2007). Longitudinal genetic analysis of early reading: the Western Reserve reading project. Reading and Writing, 20(1), 127-146. ",Petrill et al. (2007),92,,,,,WRTP,Western Reserve Twin Project,,,Twin study,Classical,566,6.1,5-8y,Childhood & Middle Childhood,USA,Ohio,SLD,Dyslexia,Continuous,Continuous,Comprehensive Test of Phonological Processing,,,,,,,,,,Age,Sex,,,Family,Phonological decoding,Phonological Skills,Reading Ability,Continuous,,Combined,0.56,0.12,0.26,0.12,0.18,0.03,FULL,,
"Petrill, S. A., Deater-Deckard, K., Thompson, L. A., Schatschneider, C., DeThorne, L. S., & Vandenbergh, D. J. (2007). Longitudinal genetic analysis of early reading: the Western Reserve reading project. Reading and Writing, 20(1), 127-146. ",Petrill et al. (2007),92,,,,,WRTP,Western Reserve Twin Project,,,Twin study,Classical,566,7.2,6-9y,Childhood & Middle Childhood,USA,Ohio,SLD,Dyslexia,Continuous,Continuous,Comprehensive Test of Phonological Processing,,,,,,,,,,Age,Sex,,,Family,Phonological decoding,Phonological Skills,Reading Ability,Continuous,,Combined,0.51,0.16,0.21,0.13,0.28,0.04,FULL,,
"Petrill, S. A., Deater-Deckard, K., Thompson, L. A., Schatschneider, C., DeThorne, L. S., & Vandenbergh, D. J. (2007). Longitudinal genetic analysis of early reading: the Western Reserve reading project. Reading and Writing, 20(1), 127-146. ",Petrill et al. (2007),92,,,,,WRTP,Western Reserve Twin Project,,,Twin study,Classical,566,6.1,5-8y,Childhood & Middle Childhood,USA,Ohio,SLD,Dyslexia,Continuous,Continuous,WRMT-R,,,,,,,,,,Age,Sex,,,Family,Passage comprehension,Reading Comprehension,Reading Ability,Continuous,,Combined,0.5,0.25,0.21,0.17,0.29,0.09,FULL,,
"Petrill, S. A., Deater-Deckard, K., Thompson, L. A., Schatschneider, C., DeThorne, L. S., & Vandenbergh, D. J. (2007). Longitudinal genetic analysis of early reading: the Western Reserve reading project. Reading and Writing, 20(1), 127-146. ",Petrill et al. (2007),92,,,,,WRTP,Western Reserve Twin Project,,,Twin study,Classical,566,7.2,6-9y,Childhood & Middle Childhood,USA,Ohio,SLD,Dyslexia,Continuous,Continuous,WRMT-R,,,,,,,,,,Age,Sex,,,Family,Passage comprehension,Reading Comprehension,Reading Ability,Continuous,,Combined,0.76,0.12,0.11,0.09,0.13,0.02,FULL,,
"Pingault, J.-B., Viding, E., Galéra, C., Greven, C. U., Zheng, Y., Plomin, R., & Rijsdijk, F. (2015). Genetic and environmental influences on the developmental course of attention-deficit/hyperactivity Disorder symptoms from childhood to adolescence. JAMA psychiatry, 72(7), 651-658. ",Pingault et al. (2015),No data,,,,,TEDS,TEDS,,,Twin study,Classical,16790,7.9,,Middle Childhood,UK,England and Wales,ADHD,ADHD,Continuous,Continuous,Conners,,,,,,,,Parent,,Age,Sex,,,Family,Hyperactivity,Hyperactivity/Impulsivity,ADHD Traits,Continuous,,Combined,0.85,0.02,0.02,0.02,0.13,0.01,FULL,,
"Pingault, J.-B., Viding, E., Galéra, C., Greven, C. U., Zheng, Y., Plomin, R., & Rijsdijk, F. (2015). Genetic and environmental influences on the developmental course of attention-deficit/hyperactivity Disorder symptoms from childhood to adolescence. JAMA psychiatry, 72(7), 651-658. ",Pingault et al. (2015),No data,,,,,TEDS,TEDS,,,Twin study,Classical,16790,11.3,,Adolescence,UK,England and Wales,ADHD,ADHD,Continuous,Continuous,Conners,,,,,,,,Parent,,Age,Sex,,,Family,Hyperactivity,Hyperactivity/Impulsivity,ADHD Traits,Continuous,,Combined,0.83,0.03,0.05,0.02,0.13,0.01,FULL,,
"Pingault, J.-B., Viding, E., Galéra, C., Greven, C. U., Zheng, Y., Plomin, R., & Rijsdijk, F. (2015). Genetic and environmental influences on the developmental course of attention-deficit/hyperactivity Disorder symptoms from childhood to adolescence. JAMA psychiatry, 72(7), 651-658. ",Pingault et al. (2015),No data,,,,,TEDS,TEDS,,,Twin study,Classical,16790,14.1,,Adolescence,UK,England and Wales,ADHD,ADHD,Continuous,Continuous,Conners,,,,,,,,Parent,,Age,Sex,,,Family,Hyperactivity,Hyperactivity/Impulsivity,ADHD Traits,Continuous,,Combined,0.86,0.02,,,0.14,0.02,BEST,,
"Pingault, J.-B., Viding, E., Galéra, C., Greven, C. U., Zheng, Y., Plomin, R., & Rijsdijk, F. (2015). Genetic and environmental influences on the developmental course of attention-deficit/hyperactivity Disorder symptoms from childhood to adolescence. JAMA psychiatry, 72(7), 651-658. ",Pingault et al. (2015),No data,,,,,TEDS,TEDS,,,Twin study,Classical,16790,16.3,,Adolescence,UK,England and Wales,ADHD,ADHD,Continuous,Continuous,Conners,,,,,,,,Parent,,Age,Sex,,,Family,Hyperactivity,Hyperactivity/Impulsivity,ADHD Traits,Continuous,,Combined,0.79,0.04,0.03,0.02,0.18,0.02,FULL,,
"Pingault, J.-B., Viding, E., Galéra, C., Greven, C. U., Zheng, Y., Plomin, R., & Rijsdijk, F. (2015). Genetic and environmental influences on the developmental course of attention-deficit/hyperactivity Disorder symptoms from childhood to adolescence. JAMA psychiatry, 72(7), 651-658. ",Pingault et al. (2015),No data,,,,,TEDS,TEDS,,,Twin study,Classical,16790,7.9,,Middle Childhood,UK,England and Wales,ADHD,ADHD,Continuous,Continuous,Conners,,,,,,,,Parent,,Age,Sex,,,Family,Inattention,Inattention,ADHD Traits,Continuous,,Combined,0.79,0.04,,,0.21,0.02,BEST,,
"Pingault, J.-B., Viding, E., Galéra, C., Greven, C. U., Zheng, Y., Plomin, R., & Rijsdijk, F. (2015). Genetic and environmental influences on the developmental course of attention-deficit/hyperactivity Disorder symptoms from childhood to adolescence. JAMA psychiatry, 72(7), 651-658. ",Pingault et al. (2015),No data,,,,,TEDS,TEDS,,,Twin study,Classical,16790,11.3,,Adolescence,UK,England and Wales,ADHD,ADHD,Continuous,Continuous,Conners,,,,,,,,Parent,,Age,Sex,,,Family,Inattention,Inattention,ADHD Traits,Continuous,,Combined,0.78,0.04,,,0.23,0.02,BEST,,
"Pingault, J.-B., Viding, E., Galéra, C., Greven, C. U., Zheng, Y., Plomin, R., & Rijsdijk, F. (2015). Genetic and environmental influences on the developmental course of attention-deficit/hyperactivity Disorder symptoms from childhood to adolescence. JAMA psychiatry, 72(7), 651-658. ",Pingault et al. (2015),No data,,,,,TEDS,TEDS,,,Twin study,Classical,16790,14.1,,Adolescence,UK,England and Wales,ADHD,ADHD,Continuous,Continuous,Conners,,,,,,,,Parent,,Age,Sex,,,Family,Inattention,Inattention,ADHD Traits,Continuous,,Combined,0.8,0.03,,,0.2,0.02,BEST,,
"Pingault, J.-B., Viding, E., Galéra, C., Greven, C. U., Zheng, Y., Plomin, R., & Rijsdijk, F. (2015). Genetic and environmental influences on the developmental course of attention-deficit/hyperactivity Disorder symptoms from childhood to adolescence. JAMA psychiatry, 72(7), 651-658. ",Pingault et al. (2015),No data,,,,,TEDS,TEDS,,,Twin study,Classical,16790,16.3,,Adolescence,UK,England and Wales,ADHD,ADHD,Continuous,Continuous,Conners,,,,,,,,Parent,,Age,Sex,,,Family,Inattention,Inattention,ADHD Traits,Continuous,,Combined,0.76,0.04,,,0.24,0.02,BEST,,
"Pinto, R., Rijsdijk, F., Ronald, A., Asherson, P., & Kuntsi, J. (2016). The genetic overlap of attention-deficit/hyperactivity Disorder and autistic-like traits: an investigation of individual symptom scales and cognitive markers. Journal of abnormal child psychology, 44(2), 335-345. ","Pinto, Rijsdijk, Ronald, Asherson & Kuntsi (2016)",No data,,,,,TEDS,TEDS,,,Twin study,Classical,1312,8.83,,Middle Childhood,UK,England and Wales,ASD,ASD,Continuous,Continuous,DSM-4,,,,,,,,Parent,Teacher,Age,Sex,,,Family,SIs,SIs,Autistic Traits,Continuous,,Combined,0.71,0.02,,,0.29,0.04,BEST,,
"Pinto, R., Rijsdijk, F., Ronald, A., Asherson, P., & Kuntsi, J. (2016). The genetic overlap of attention-deficit/hyperactivity Disorder and autistic-like traits: an investigation of individual symptom scales and cognitive markers. Journal of abnormal child psychology, 44(2), 335-345. ","Pinto, Rijsdijk, Ronald, Asherson & Kuntsi (2016)",No data,,,,,TEDS,TEDS,,,Twin study,Classical,1312,8.83,,Middle Childhood,UK,England and Wales,ASD,ASD,Continuous,Continuous,DSM-4,,,,,,,,Parent,Teacher,Age,Sex,,,Family,RRBIs,RRBIs,Autistic Traits,Continuous,,Combined,0.65,0.02,,,0.35,0.03,BEST,,
"Pinto, R., Rijsdijk, F., Ronald, A., Asherson, P., & Kuntsi, J. (2016). The genetic overlap of attention-deficit/hyperactivity Disorder and autistic-like traits: an investigation of individual symptom scales and cognitive markers. Journal of abnormal child psychology, 44(2), 335-345. ","Pinto, Rijsdijk, Ronald, Asherson & Kuntsi (2016)",No data,,,,,TEDS,TEDS,,,Twin study,Classical,1312,8.83,,Middle Childhood,UK,England and Wales,ADHD,ADHD,Continuous,Continuous,Conners,,,,,,,,Parent,Teacher,Age,Sex,,,Family,Hyperactivity,Hyperactivity/Impulsivity,ADHD Traits,Continuous,,Combined,0.72,0.02,,,0.28,0.04,BEST,,
"Pinto, R., Rijsdijk, F., Ronald, A., Asherson, P., & Kuntsi, J. (2016). The genetic overlap of attention-deficit/hyperactivity Disorder and autistic-like traits: an investigation of individual symptom scales and cognitive markers. Journal of abnormal child psychology, 44(2), 335-345. ","Pinto, Rijsdijk, Ronald, Asherson & Kuntsi (2016)",No data,,,,,TEDS,TEDS,,,Twin study,Classical,1312,8.83,,Middle Childhood,UK,England and Wales,ADHD,ADHD,Continuous,Continuous,Conners,,,,,,,,Parent,Teacher,Age,Sex,,,Family,Inattention,Inattention,ADHD Traits,Continuous,,Combined,0.51,0.03,,,0.49,0.03,BEST,,
"Plourde, V., Boivin, M., Forget‐Dubois, N., Brendgen, M., Vitaro, F., Marino, C., . . . Dionne, G. (2015). Phenotypic and genetic associations between reading comprehension, decoding skills, and ADHD dimensions: evidence from two population‐based studies. Journal of child Psychology and Psychiatry, 56(10), 1074-1082. ",Plourde et al. (2015),No data,,,,,"QNTS, QLSCD",Quebec Newborn Twin Study (QNTS) ,Quebec Longitudinal Study of Child Development ,QLSCD),Twin study,Classical,2300,,5-8y,Childhood & Middle Childhood,Canada,,ADHD,ADHD,Continuous,Continuous,SBQ,,,,,,,,Teacher,,Age,Sex,,,Family,Inattention,Inattention,ADHD Traits,Continuous,,Combined,0.42,0.13,0.16,0.1,0.42,0.05,FULL,,
"Plourde, V., Boivin, M., Forget‐Dubois, N., Brendgen, M., Vitaro, F., Marino, C., . . . Dionne, G. (2015). Phenotypic and genetic associations between reading comprehension, decoding skills, and ADHD dimensions: evidence from two population‐based studies. Journal of child Psychology and Psychiatry, 56(10), 1074-1082. ",Plourde et al. (2015),No data,,,,,"QNTS, QLSCD",Quebec Newborn Twin Study (QNTS) ,Quebec Longitudinal Study of Child Development ,QLSCD),Twin study,Classical,2300,,5-8y,Childhood & Middle Childhood,Canada,,SLD,Dyslexia,Continuous,Continuous,Reading Skills Test,Kaufman Assessment Battery for children,,,,,,,,,Age,Sex,,,Family,Phonological decoding,Phonological Skills,Reading Ability,Continuous,,Combined,0.48,0.15,0.07,0.15,0.45,0.05,FULL,,
"Plourde, V., Boivin, M., Forget‐Dubois, N., Brendgen, M., Vitaro, F., Marino, C., . . . Dionne, G. (2015). Phenotypic and genetic associations between reading comprehension, decoding skills, and ADHD dimensions: evidence from two population‐based studies. Journal of child Psychology and Psychiatry, 56(10), 1074-1082. ",Plourde et al. (2015),No data,,,,,"QNTS, QLSCD",Quebec Newborn Twin Study (QNTS) ,Quebec Longitudinal Study of Child Development ,QLSCD),Twin study,Classical,2300,,5-8y,Childhood & Middle Childhood,Canada,,SLD,Dyslexia,Continuous,Continuous,Reading Skills Test,Kaufman Assessment Battery for children,,,,,,,,,Age,Sex,,,Family,Reading comprehension ,Reading Comprehension,Reading Ability,Continuous,,Combined,0.68,0.12,0.03,0.11,0.29,0.04,FULL,,
"Plourde, V., Boivin, M., Brendgen, M., Vitaro, F., & Dionne, G. (2017). Phenotypic and genetic associations between reading and attention-deficit/hyperactivity Disorder dimensions in adolescence. Development and psychopathology, 29(4), 1215-1226. ","Plourde, Boivin, Brendgen, Vitaro & Dionne (2017)",No data,,,,,QNTS,Quebec Newborn Twin Study (QNTS) ,,,Twin study,Classical,750,15.08,14-16y,Adolescence,Canada,,ADHD,ADHD,Continuous,Continuous,SBQ,,,,,,,,Parent,,Age,Sex,,,Family,Inattention,Inattention,ADHD Traits,Continuous,,Combined,0.75,0.13,,,0.25,0.13,BEST,,
"Plourde, V., Boivin, M., Brendgen, M., Vitaro, F., & Dionne, G. (2017). Phenotypic and genetic associations between reading and attention-deficit/hyperactivity Disorder dimensions in adolescence. Development and psychopathology, 29(4), 1215-1226. ","Plourde, Boivin, Brendgen, Vitaro & Dionne (2017)",No data,,,,,QNTS,Quebec Newborn Twin Study (QNTS) ,,,Twin study,Classical,750,15.08,14-16y,Adolescence,Canada,,SLD,Dyslexia,Continuous,Continuous,Alouette-R,Weschler Individual Achievement Test,,,,,,,,,Age,Sex,,,Family,Reading accuracy,Reading Ability,Reading Ability,Continuous,,Combined,0.49,0.11,0.15,0.1,0.36,0.04,FULL,,
"Plourde, V., Boivin, M., Brendgen, M., Vitaro, F., & Dionne, G. (2017). Phenotypic and genetic associations between reading and attention-deficit/hyperactivity Disorder dimensions in adolescence. Development and psychopathology, 29(4), 1215-1226. ","Plourde, Boivin, Brendgen, Vitaro & Dionne (2017)",No data,,,,,QNTS,Quebec Newborn Twin Study (QNTS) ,,,Twin study,Classical,750,15.08,14-16y,Adolescence,Canada,,SLD,Dyslexia,Continuous,Continuous,Alouette-R,Weschler Individual Achievement Test,,,,,,,,,Age,Sex,,,Family,Reading speed,Reading Ability,Reading Ability,Continuous,,Combined,0.71,0.05,0.01,0.03,0.29,0.05,FULL,,
"Plourde, V., Boivin, M., Brendgen, M., Vitaro, F., & Dionne, G. (2017). Phenotypic and genetic associations between reading and attention-deficit/hyperactivity Disorder dimensions in adolescence. Development and psychopathology, 29(4), 1215-1226. ","Plourde, Boivin, Brendgen, Vitaro & Dionne (2017)",No data,,,,,QNTS,Quebec Newborn Twin Study (QNTS) ,,,Twin study,Classical,750,15.08,14-16y,Adolescence,Canada,,SLD,Dyslexia,Continuous,Continuous,Alouette-R,Weschler Individual Achievement Test,,,,,,,,,Age,Sex,,,Family,Word reading,Word Reading,Reading Ability,Continuous,,Combined,0.65,0.06,0.02,0.04,0.33,0.04,FULL,,
"Polderman, T. J., Huizink, A. C., Verhulst, F. C., van Beijsterveldt, C. E., Boomsma, D. I., & Bartels, M. (2011). A genetic study on attention problems and academic skills: results of a longitudinal study in twins. Journal of the Canadian Academy of Child and Adolescent Psychiatry/Journal de l'Académie canadienne de psychiatrie de l'enfant et de l'adolescent. ",Polderman et al. (2011),No data,,,,,NTR,NTR,,,Twin study,Classical,990,,5y,Childhood,Netherlands,,ADHD,ADHD,Continuous,Continuous,DCB,,,,,,,,Parent,,Sex,SES,,,Family,Inattention,Inattention,ADHD Traits,Continuous,,Combined,0.57,0.03,,,0.43,0.04,BEST,,
"Polderman, T. J., Huizink, A. C., Verhulst, F. C., van Beijsterveldt, C. E., Boomsma, D. I., & Bartels, M. (2011). A genetic study on attention problems and academic skills: results of a longitudinal study in twins. Journal of the Canadian Academy of Child and Adolescent Psychiatry/Journal de l'Académie canadienne de psychiatrie de l'enfant et de l'adolescent. ",Polderman et al. (2011),No data,,,,,NTR,NTR,,,Twin study,Classical,990,,7y,Childhood,Netherlands,,ADHD,ADHD,Continuous,Continuous,CBCL,,,,,,,,Parent,,Sex,SES,,,Family,Inattention,Inattention,ADHD Traits,Continuous,,Combined,0.62,0.03,0.03,0.05,0.35,0.04,FULL,,
"Polderman, T. J., Huizink, A. C., Verhulst, F. C., van Beijsterveldt, C. E., Boomsma, D. I., & Bartels, M. (2011). A genetic study on attention problems and academic skills: results of a longitudinal study in twins. Journal of the Canadian Academy of Child and Adolescent Psychiatry/Journal de l'Académie canadienne de psychiatrie de l'enfant et de l'adolescent. ",Polderman et al. (2011),No data,,,,,NTR,NTR,,,Twin study,Classical,990,,10y,Middle Childhood,Netherlands,,SLD,Dyslexia,Continuous,Continuous,Pupil Monitoring System (PMS),,,,,,,,,,Sex,SES,,,Family,Reading,Reading Ability,Reading Ability,Continuous,,Combined,0.54,0.03,0.13,0.05,0.33,0.04,FULL,,
"Polderman, T. J., Huizink, A. C., Verhulst, F. C., van Beijsterveldt, C. E., Boomsma, D. I., & Bartels, M. (2011). A genetic study on attention problems and academic skills: results of a longitudinal study in twins. Journal of the Canadian Academy of Child and Adolescent Psychiatry/Journal de l'Académie canadienne de psychiatrie de l'enfant et de l'adolescent. ",Polderman et al. (2011),No data,,,,,NTR,NTR,,,Twin study,Classical,990,,12y,Adolescence,Netherlands,,SLD,Dyslexia,Continuous,Continuous,Pupil Monitoring System (PMS),,,,,,,,,,Sex,SES,,,Family,Reading,Reading Ability,Reading Ability,Continuous,,Combined,0.62,0.03,0.06,0.05,0.32,0.04,FULL,,
"Polderman, T. J., Huizink, A. C., Verhulst, F. C., van Beijsterveldt, C. E., Boomsma, D. I., & Bartels, M. (2011). A genetic study on attention problems and academic skills: results of a longitudinal study in twins. Journal of the Canadian Academy of Child and Adolescent Psychiatry/Journal de l'Académie canadienne de psychiatrie de l'enfant et de l'adolescent. ",Polderman et al. (2011),No data,,,,,NTR,NTR,,,Twin study,Classical,990,,8y,Middle Childhood,Netherlands,,SLD,Dyscalculia,Continuous,Continuous,Pupil Monitoring System (PMS),,,,,,,,,,Sex,SES,,,Family,Maths,Maths Ability,Maths Ability,Continuous,,Combined,0.51,0.04,0.17,0.05,0.31,0.04,FULL,,
"Polderman, T. J., Huizink, A. C., Verhulst, F. C., van Beijsterveldt, C. E., Boomsma, D. I., & Bartels, M. (2011). A genetic study on attention problems and academic skills: results of a longitudinal study in twins. Journal of the Canadian Academy of Child and Adolescent Psychiatry/Journal de l'Académie canadienne de psychiatrie de l'enfant et de l'adolescent. ",Polderman et al. (2011),No data,,,,,NTR,NTR,,,Twin study,Classical,990,,10y,Middle Childhood,Netherlands,,SLD,Dyscalculia,Continuous,Continuous,Pupil Monitoring System (PMS),,,,,,,,,,Sex,SES,,,Family,Maths,Maths Ability,Maths Ability,Continuous,,Combined,0.45,0.04,0.2,0.05,0.34,0.04,FULL,,
"Polderman, T. J., Huizink, A. C., Verhulst, F. C., van Beijsterveldt, C. E., Boomsma, D. I., & Bartels, M. (2011). A genetic study on attention problems and academic skills: results of a longitudinal study in twins. Journal of the Canadian Academy of Child and Adolescent Psychiatry/Journal de l'Académie canadienne de psychiatrie de l'enfant et de l'adolescent. ",Polderman et al. (2011),No data,,,,,NTR,NTR,,,Twin study,Classical,990,,12y,Adolescence,Netherlands,,SLD,Dyscalculia,Continuous,Continuous,Pupil Monitoring System (PMS),,,,,,,,,,Sex,SES,,,Family,Maths,Maths Ability,Maths Ability,Continuous,,Combined,0.52,0.04,0.18,0.05,0.29,0.04,FULL,,
"Polderman, T. J., Huizink, A. C., Verhulst, F. C., van Beijsterveldt, C. E., Boomsma, D. I., & Bartels, M. (2011). A genetic study on attention problems and academic skills: results of a longitudinal study in twins. Journal of the Canadian Academy of Child and Adolescent Psychiatry/Journal de l'Académie canadienne de psychiatrie de l'enfant et de l'adolescent. ",Polderman et al. (2011),No data,,,,,NTR,NTR,,,Twin study,Classical,990,,8y,Middle Childhood,Netherlands,,SLD,Dyslexia,Continuous,Continuous,Pupil Monitoring System (PMS),,,,,,,,,,Sex,SES,,,Family,Spelling,Spelling,Reading Ability,Continuous,,Combined,0.29,0.04,0.19,0.05,0.52,0.04,FULL,,
